2018-02-12 0:00:00,60172941560,2018-02-12 0:00:00,35481409244584,2018-01-26 0:00:00
2018-02-11 0:00:00,60172941560,2018-02-11 0:00:00,35481409169066,2018-01-26 0:00:00
2018-02-10 0:00:00,60172941560,2018-02-10 0:00:00,35481409126290,2018-01-26 0:00:00
2018-02-09 0:00:00,60172941560,2018-02-09 0:00:00,35481409124685,2018-01-26 0:00:00
2018-02-08 0:00:00,60172941560,2018-02-08 0:00:00,35481409123620,2018-01-26 0:00:00
2018-02-07 0:00:00,60172941560,2018-02-07 0:00:00,35481409125426,2018-01-26 0:00:00
2018-02-06 0:00:00,60172941560,2018-02-06 0:00:00,35481409141732,2018-01-26 0:00:00
2018-02-05 0:00:00,60172941560,2018-02-05 0:00:00,35481409188132,2018-01-26 0:00:00
2018-02-04 0:00:00,60172941560,2018-02-04 0:00:00,35481409182660,2018-01-26 0:00:00
2018-02-03 0:00:00,60172941560,2018-02-03 0:00:00,35481409172475,2018-01-26 0:00:00
2018-02-02 0:00:00,60172941560,2018-02-02 0:00:00,35481409172632,2018-01-26 0:00:00
2018-02-01 0:00:00,60172941560,2018-02-01 0:00:00,35481409167048,2018-01-26 0:00:00
2018-01-31 0:00:00,60172941560,2018-01-31 0:00:00,35481409177316,2018-01-26 0:00:00
2018-01-30 0:00:00,60172941560,2018-01-30 0:00:00,35481409145342,2018-01-26 0:00:00
2018-01-29 0:00:00,60172941560,2018-01-29 0:00:00,35481409158229,2018-01-26 0:00:00
2018-01-28 0:00:00,60172941560,2018-01-28 0:00:00,35481409175349,2018-01-26 0:00:00
2018-01-27 0:00:00,60172941560,2018-01-27 0:00:00,35481409141802,2018-01-26 0:00:00
2018-01-26 0:00:00,60172941560,2018-01-26 0:00:00,35481409220538,2018-01-26 0:00:00
2018-01-25 0:00:00,60172941560,2018-01-25 0:00:00,35481409137189,2018-01-26 0:00:00
,60124950993,2018-02-18 0:00:00,86008501879948,2018-01-26 0:00:00
2018-02-17 0:00:00,60124950993,2018-02-17 0:00:00,86014300125939,2018-01-26 0:00:00
2018-02-16 0:00:00,60124950993,2018-02-16 0:00:00,86000300123162,2018-01-26 0:00:00
2018-02-15 0:00:00,60124950993,2018-02-15 0:00:00,86000300245226,2018-01-26 0:00:00
2018-02-14 0:00:00,60124950993,2018-02-14 0:00:00,86014300497593,2018-01-26 0:00:00
2018-02-13 0:00:00,60124950993,2018-02-13 0:00:00,86008501275521,2018-01-26 0:00:00
2018-02-12 0:00:00,60124950993,2018-02-12 0:00:00,86008501508034,2018-01-26 0:00:00
2018-02-11 0:00:00,60124950993,2018-02-11 0:00:00,86000300590372,2018-01-26 0:00:00
2018-02-10 0:00:00,60124950993,2018-02-10 0:00:00,86011600586124,2018-01-26 0:00:00
2018-02-09 0:00:00,60124950993,2018-02-09 0:00:00,86008501162665,2018-01-26 0:00:00
2018-02-08 0:00:00,60124950993,2018-02-08 0:00:00,86275202543311,2018-01-26 0:00:00
2018-02-07 0:00:00,60124950993,2018-02-07 0:00:00,86000300240225,2018-01-26 0:00:00
2018-02-06 0:00:00,60124950993,2018-02-06 0:00:00,86275202711249,2018-01-26 0:00:00
2018-02-05 0:00:00,60124950993,2018-02-05 0:00:00,86000300220683,2018-01-26 0:00:00
2018-02-04 0:00:00,60124950993,2018-02-04 0:00:00,86275202308656,2018-01-26 0:00:00
